,Pair 1,,,Pair 2,
,10402,4.31,,10402,4.53
,10404,4.31,,10404,4.53
,10406,4.3,,10406,4.53
,10408,4.31,,10408,4.53
,10410,4.31,,10410,4.53
,10412,4.31,,10412,4.54
,10414,4.32,,10414,4.52
,10416,4.31,,10416,4.53
,10418,4.3,,10418,4.52
,10420,4.32,,10420,4.52
,10422,4.31,,10422,4.54
,10424,4.31,,10424,4.54
,10426,4.31,,10426,4.53
,10428,4.31,,10428,4.54
,10430,4.32,,10430,4.53
,10432,4.31,,10432,4.53
,10434,4.32,,10434,4.53
,10436,4.32,,10436,4.53
,10438,4.31,,10438,4.52
,10440,4.31,,10440,4.53
,10442,4.31,,10442,4.52
,10444,4.31,,10444,4.53
,10446,4.3,,10446,4.54
,10448,4.31,,10448,4.52
,10450,4.32,,10450,4.53
,10452,4.31,,10452,4.53
,10454,4.31,,10454,4.55
,10456,4.32,,10456,4.52
,10458,4.32,,10458,4.51
,10460,4.31,,10460,4.53
,10462,4.31,,10462,4.52
,10464,4.31,,10464,4.53
,10466,4.32,,10466,4.53
,10468,4.32,,10468,4.53
,10470,4.33,,10470,4.52
,10472,4.33,,10472,4.54
,10474,4.32,,10474,4.53
,10476,4.31,,10476,4.53
,10478,4.33,,10478,4.53
,10480,4.32,,10480,4.54
,10482,4.32,,10482,4.54
,10484,4.32,,10484,4.53
,10486,4.32,,10486,4.54
,10488,4.33,,10488,4.52
,10490,4.32,,10490,4.53
,10492,4.32,,10492,4.52
,10494,4.32,,10494,4.53
,10496,4.32,,10496,4.53
,10498,4.32,,10498,4.52
,10500,4.32,,10500,4.53
,10502,4.33,,10502,4.53
,10504,4.33,,10504,4.53
,10506,4.33,,10506,4.53
,10508,4.33,,10508,4.53
,10510,4.32,,10510,4.53
,10512,4.33,,10512,4.53
,10514,4.32,,10514,4.53
,10516,4.32,,10516,4.54
,10518,4.33,,10518,4.53
,10520,4.33,,10520,4.53
,10522,4.33,,10522,4.52
,10524,4.33,,10524,4.53
,10526,4.32,,10526,4.53
,10528,4.32,,10528,4.53
,10530,4.31,,10530,4.53
,10532,4.32,,10532,4.54
,10534,4.34,,10534,4.53
,10536,4.33,,10536,4.55
,10538,4.32,,10538,4.54
,10540,4.33,,10540,4.54
,10542,4.32,,10542,4.54
,10544,4.33,,10544,4.53
,10546,4.33,,10546,4.54
,10548,4.33,,10548,4.53
,10550,4.33,,10550,4.53
,10552,4.33,,10552,4.54
,10554,4.32,,10554,4.54
,10556,4.33,,10556,4.53
,10558,4.33,,10558,4.54
,10560,4.33,,10560,4.52
,10562,4.32,,10562,4.52
,10564,4.32,,10564,4.52
,10566,4.33,,10566,4.53
,10568,4.34,,10568,4.53
,10570,4.33,,10570,4.53
,10572,4.33,,10572,4.53
,10574,4.33,,10574,4.53
,10576,4.33,,10576,4.53
,10578,4.33,,10578,4.53
,10580,4.33,,10580,4.54
,10582,4.34,,10582,4.53
,10584,4.33,,10584,4.54
,10586,4.34,,10586,4.53
,10588,4.34,,10588,4.54
,10590,4.34,,10590,4.52
,10592,4.35,,10592,4.54
,10594,4.35,,10594,4.54
,10596,4.35,,10596,4.53
,10598,4.34,,10598,4.54
,10600,4.34,,10600,4.54
,10602,4.34,,10602,4.54
,10604,4.34,,10604,4.54
,10606,4.34,,10606,4.54
,10608,4.35,,10608,4.54
,10610,4.35,,10610,4.53
,10612,4.35,,10612,4.54
,10614,4.34,,10614,4.54
,10616,4.36,,10616,4.54
,10618,4.36,,10618,4.55
,10620,4.36,,10620,4.54
,10622,4.34,,10622,4.54
,10624,4.36,,10624,4.56
,10626,4.34,,10626,4.56
,10628,4.35,,10628,4.56
,10630,4.35,,10630,4.54
,10632,4.34,,10632,4.55
,10634,4.35,,10634,4.55
,10636,4.35,,10636,4.54
,10638,4.35,,10638,4.55
,10640,4.35,,10640,4.55
,10642,4.35,,10642,4.55
,10644,4.36,,10644,4.55
,10646,4.36,,10646,4.56
,10648,4.36,,10648,4.56
,10650,4.37,,10650,4.55
,10652,4.36,,10652,4.55
,10654,4.37,,10654,4.54
,10656,4.36,,10656,4.55
,10658,4.36,,10658,4.55
,10660,4.37,,10660,4.54
,10662,4.35,,10662,4.56
,10664,4.36,,10664,4.55
,10666,4.36,,10666,4.56
,10668,4.36,,10668,4.56
,10670,4.36,,10670,4.56
,10672,4.37,,10672,4.56
,10674,4.37,,10674,4.56
,10676,4.35,,10676,4.56
,10678,4.36,,10678,4.56
,10680,4.36,,10680,4.55
,10682,4.36,,10682,4.56
,10684,4.36,,10684,4.55
,10686,4.37,,10686,4.54
,10688,4.36,,10688,4.55
,10690,4.36,,10690,4.55
,10692,4.37,,10692,4.56
,10694,4.38,,10694,4.56
,10696,4.37,,10696,4.55
,10698,4.37,,10698,4.55
,10700,4.38,,10700,4.54
,10702,4.37,,10702,4.55
,10704,4.36,,10704,4.55
,10706,4.37,,10706,4.55
,10708,4.37,,10708,4.55
,10710,4.36,,10710,4.56
,10712,4.37,,10712,4.55
,10714,4.36,,10714,4.55
,10716,4.37,,10716,4.56
,10718,4.37,,10718,4.55
,10720,4.37,,10720,4.56
,10722,4.39,,10722,4.56
,10724,4.39,,10724,4.57
,10726,4.37,,10726,4.56
,10728,4.38,,10728,4.56
,10730,4.38,,10730,4.55
,10732,4.38,,10732,4.55
,10734,4.39,,10734,4.55
,10736,4.38,,10736,4.55
,10738,4.38,,10738,4.56
,10740,4.39,,10740,4.56
,10742,4.38,,10742,4.55
,10744,4.38,,10744,4.56
,10746,4.39,,10746,4.56
,10748,4.38,,10748,4.57
,10750,4.38,,10750,4.55
,10752,4.39,,10752,4.57
,10754,4.37,,10754,4.56
,10756,4.37,,10756,4.55
,10758,4.38,,10758,4.56
,10760,4.39,,10760,4.55
,10762,4.38,,10762,4.57
,10764,4.38,,10764,4.56
,10766,4.37,,10766,4.56
,10768,4.38,,10768,4.56
,10770,4.39,,10770,4.55
,10772,4.38,,10772,4.55
,10774,4.38,,10774,4.56
,10776,4.38,,10776,4.56
,10778,4.39,,10778,4.55
,10780,4.38,,10780,4.56
,10782,4.38,,10782,4.56
,10784,4.38,,10784,4.55
,10786,4.39,,10786,4.56
,10788,4.39,,10788,4.55
,10790,4.39,,10790,4.55
,10792,4.39,,10792,4.56
,10794,4.39,,10794,4.56
,10796,4.4,,10796,4.54
,10798,4.39,,10798,4.54
,10800,4.39,,10800,4.55
,10802,4.4,,10802,4.55
,10804,4.38,,10804,4.55
,10806,4.4,,10806,4.55
,10808,4.38,,10808,4.54
,10810,4.38,,10810,4.56
,10812,4.39,,10812,4.56
,10814,4.39,,10814,4.55
,10816,4.4,,10816,4.56
,10818,4.4,,10818,4.55
,10820,4.39,,10820,4.56
,10822,4.4,,10822,4.55
,10824,4.39,,10824,4.55
,10826,4.41,,10826,4.55
,10828,4.4,,10828,4.55
,10830,4.4,,10830,4.55
,10832,4.4,,10832,4.55
,10834,4.39,,10834,4.55
,10836,4.39,,10836,4.56
,10838,4.4,,10838,4.56
,10840,4.4,,10840,4.56
,10842,4.4,,10842,4.55
,10844,4.4,,10844,4.55
,10846,4.39,,10846,4.57
,10848,4.4,,10848,4.56
,10850,4.39,,10850,4.55
,10852,4.39,,10852,4.56
,10854,4.4,,10854,4.56
,10856,4.4,,10856,4.56
,10858,4.4,,10858,4.56
,10860,4.41,,10860,4.56
,10862,4.4,,10862,4.56
,10864,4.39,,10864,4.55
,10866,4.41,,10866,4.55
,10868,4.39,,10868,4.55
,10870,4.41,,10870,4.56
,10872,4.4,,10872,4.56
,10874,4.41,,10874,4.57
,10876,4.41,,10876,4.57
,10878,4.4,,10878,4.59
,10880,4.41,,10880,4.56
,10882,4.41,,10882,4.57
,10884,4.41,,10884,4.57
,10886,4.41,,10886,4.57
,10888,4.4,,10888,4.58
,10890,4.4,,10890,4.56
,10892,4.41,,10892,4.55
,10894,4.4,,10894,4.55
,10896,4.4,,10896,4.57
,10898,4.4,,10898,4.56
,10900,4.41,,10900,4.56
,10902,4.4,,10902,4.57
,10904,4.41,,10904,4.56
,10906,4.4,,10906,4.57
,10908,4.41,,10908,4.56
,10910,4.4,,10910,4.58
,10912,4.4,,10912,4.57
,10914,4.4,,10914,4.57
,10916,4.4,,10916,4.56
,10918,4.4,,10918,4.58
,10920,4.4,,10920,4.57
,10922,4.4,,10922,4.57
,10924,4.41,,10924,4.57
,10926,4.41,,10926,4.57
,10928,4.41,,10928,4.57
,10930,4.42,,10930,4.58
,10932,4.41,,10932,4.57
,10934,4.42,,10934,4.57
,10936,4.41,,10936,4.57
,10938,4.43,,10938,4.57
,10940,4.42,,10940,4.58
,10942,4.42,,10942,4.59
,10944,4.42,,10944,4.57
,10946,4.42,,10946,4.57
,10948,4.41,,10948,4.57
,10950,4.42,,10950,4.58
,10952,4.41,,10952,4.57
,10954,4.42,,10954,4.57
,10956,4.41,,10956,4.57
,10958,4.42,,10958,4.56
,10960,4.42,,10960,4.57
,10962,4.42,,10962,4.57
,10964,4.41,,10964,4.58
,10966,4.41,,10966,4.58
,10968,4.42,,10968,4.57
,10970,4.41,,10970,4.56
,10972,4.42,,10972,4.58
,10974,4.42,,10974,4.58
,10976,4.43,,10976,4.59
,10978,4.43,,10978,4.58
,10980,4.42,,10980,4.58
,10982,4.43,,10982,4.58
,10984,4.41,,10984,4.58
,10986,4.43,,10986,4.59
,10988,4.42,,10988,4.58
,10990,4.43,,10990,4.59
,10992,4.43,,10992,4.59
,10994,4.43,,10994,4.59
,10996,4.44,,10996,4.59
,10998,4.43,,10998,4.58
,11000,4.42,,11000,4.58
,11002,4.43,,11002,4.59
,11004,4.43,,11004,4.58
,11006,4.43,,11006,4.6
,11008,4.42,,11008,4.58
,11010,4.42,,11010,4.6
,11012,4.43,,11012,4.59
,11014,4.43,,11014,4.6
,11016,4.44,,11016,4.59
,11018,4.43,,11018,4.59
,11020,4.43,,11020,4.59
,11022,4.44,,11022,4.59
,11024,4.43,,11024,4.59
,11026,4.43,,11026,4.59
,11028,4.43,,11028,4.59
,11030,4.44,,11030,4.59
,11032,4.45,,11032,4.59
,11034,4.45,,11034,4.59
,11036,4.44,,11036,4.58
,11038,4.44,,11038,4.59
,11040,4.44,,11040,4.6
,11042,4.43,,11042,4.6
,11044,4.44,,11044,4.6
,11046,4.44,,11046,4.58
,11048,4.44,,11048,4.59
,11050,4.43,,11050,4.58
,11052,4.42,,11052,4.6
,11054,4.43,,11054,4.59
,11056,4.44,,11056,4.59
,11058,4.43,,11058,4.58
,11060,4.44,,11060,4.58
,11062,4.43,,11062,4.59
,11064,4.44,,11064,4.6
,11066,4.43,,11066,4.59
,11068,4.43,,11068,4.59
,11070,4.43,,11070,4.58
,11072,4.43,,11072,4.58
,11074,4.43,,11074,4.58
,11076,4.44,,11076,4.6
,11078,4.45,,11078,4.59
,11080,4.44,,11080,4.59
,11082,4.45,,11082,4.59
,11084,4.44,,11084,4.59
,11086,4.45,,11086,4.6
,11088,4.45,,11088,4.6
,11090,4.44,,11090,4.6
,11092,4.45,,11092,4.59
,11094,4.45,,11094,4.6
,11096,4.44,,11096,4.59
,11098,4.45,,11098,4.59
,11100,4.45,,11100,4.6
,11102,4.45,,11102,4.6
,11104,4.45,,11104,4.59
,11106,4.46,,11106,4.58
,11108,4.45,,11108,4.6
,11110,4.45,,11110,4.59
,11112,4.46,,11112,4.6
,11114,4.45,,11114,4.6
,11116,4.45,,11116,4.6
,11118,4.45,,11118,4.6
,11120,4.45,,11120,4.58
,11122,4.45,,11122,4.59
,11124,4.45,,11124,4.61
,11126,4.45,,11126,4.6
,11128,4.45,,11128,4.6
,11130,4.45,,11130,4.6
,11132,4.45,,11132,4.61
,11134,4.46,,11134,4.59
,11136,4.44,,11136,4.6
,11138,4.44,,11138,4.6
,11140,4.45,,11140,4.6
,11142,4.45,,11142,4.61
,11144,4.45,,11144,4.61
,11146,4.45,,11146,4.61
,11148,4.45,,11148,4.61
,11150,4.46,,11150,4.61
,11152,4.46,,11152,4.6
,11154,4.45,,11154,4.6
,11156,4.45,,11156,4.59
,11158,4.45,,11158,4.6
,11160,4.44,,11160,4.62
,11162,4.46,,11162,4.61
,11164,4.45,,11164,4.61
,11166,4.47,,11166,4.6
,11168,4.46,,11168,4.6
,11170,4.45,,11170,4.6
,11172,4.46,,11172,4.61
,11174,4.46,,11174,4.61
,11176,4.47,,11176,4.61
,11178,4.46,,11178,4.6
,11180,4.46,,11180,4.6
,11182,4.45,,11182,4.61
,11184,4.47,,11184,4.61
,11186,4.46,,11186,4.61
,11188,4.46,,11188,4.61
,11190,4.46,,11190,4.62
,11192,4.47,,11192,4.61
,11194,4.47,,11194,4.61
,11196,4.45,,11196,4.62
,11198,4.47,,11198,4.6
,11200,4.46,,11200,4.61
,11202,4.46,,11202,4.61
,11204,4.45,,11204,4.61
,11206,4.46,,11206,4.59
,11208,4.46,,11208,4.6
,11210,4.46,,11210,4.61
,11212,4.47,,11212,4.6
,11214,4.46,,11214,4.6
,11216,4.45,,11216,4.62
,11218,4.47,,11218,4.6
,11220,4.47,,11220,4.61
,11222,4.46,,11222,4.6
,11224,4.47,,11224,4.61
,11226,4.47,,11226,4.61
,11228,4.47,,11228,4.61
,11230,4.47,,11230,4.61
,11232,4.47,,11232,4.61
,11234,4.48,,11234,4.62
,11236,4.47,,11236,4.61
,11238,4.47,,11238,4.62
,11240,4.48,,11240,4.62
,11242,4.48,,11242,4.61
,11244,4.48,,11244,4.62
,11246,4.47,,11246,4.63
,11248,4.49,,11248,4.62
,11250,4.48,,11250,4.62
,11252,4.48,,11252,4.61
,11254,4.48,,11254,4.62
,11256,4.47,,11256,4.6
,11258,4.47,,11258,4.61
,11260,4.48,,11260,4.61
,11262,4.48,,11262,4.63
,11264,4.47,,11264,4.62
,11266,4.48,,11266,4.62
,11268,4.49,,11268,4.61
,11270,4.49,,11270,4.62
,11272,4.48,,11272,4.62
,11274,4.47,,11274,4.62
,11276,4.48,,11276,4.62
,11278,4.49,,11278,4.62
,11280,4.48,,11280,4.61
,11282,4.48,,11282,4.62
,11284,4.49,,11284,4.62
,11286,4.49,,11286,4.62
,11288,4.49,,11288,4.62
,11290,4.49,,11290,4.62
,11292,4.48,,11292,4.61
,11294,4.49,,11294,4.61
,11296,4.49,,11296,4.61
,11298,4.49,,11298,4.62
,11300,4.5,,11300,4.62
,11302,4.49,,11302,4.62
,11304,4.49,,11304,4.61
,11306,4.49,,11306,4.62
,11308,4.49,,11308,4.61
,11310,4.49,,11310,4.61
,11312,4.5,,11312,4.62
,11314,4.5,,11314,4.62
,11316,4.5,,11316,4.62
,11318,4.49,,11318,4.62
,11320,4.5,,11320,4.63
,11322,4.49,,11322,4.6
,11324,4.5,,11324,4.62
,11326,4.49,,11326,4.62
,11328,4.51,,11328,4.62
,11330,4.49,,11330,4.62
,11332,4.49,,11332,4.62
,11334,4.49,,11334,4.62
,11336,4.48,,11336,4.61
,11338,4.48,,11338,4.62
,11340,4.49,,11340,4.62
,11342,4.5,,11342,4.61
,11344,4.49,,11344,4.63
,11346,4.5,,11346,4.62
,11348,4.5,,11348,4.61
,11350,4.5,,11350,4.61
,11352,4.5,,11352,4.61
,11354,4.5,,11354,4.62
,11356,4.49,,11356,4.61
,11358,4.49,,11358,4.63
,11360,4.51,,11360,4.62
,11362,4.5,,11362,4.62
,11364,4.5,,11364,4.63
,11366,4.5,,11366,4.64
,11368,4.5,,11368,4.63
,11370,4.5,,11370,4.62
,11372,4.49,,11372,4.62
,11374,4.5,,11374,4.62
,11376,4.5,,11376,4.63
,11378,4.5,,11378,4.62
,11380,4.5,,11380,4.63
,11382,4.5,,11382,4.63
,11384,4.5,,11384,4.62
,11386,4.51,,11386,4.62
,11388,4.5,,11388,4.63
,11390,4.5,,11390,4.63
,11392,4.49,,11392,4.63
,11394,4.5,,11394,4.63
,11396,4.5,,11396,4.61
,11398,4.51,,11398,4.63
,11400,4.5,,11400,4.63
,11402,4.5,,11402,4.63
,11404,4.51,,11404,4.62
,11406,4.51,,11406,4.63
,11408,4.5,,11408,4.63
,11410,4.51,,11410,4.63
,11412,4.51,,11412,4.63
,11414,4.52,,11414,4.63
,11416,4.51,,11416,4.63
,11418,4.51,,11418,4.64
,11420,4.51,,11420,4.63
,11422,4.5,,11422,4.63
,11424,4.5,,11424,4.63
,11426,4.5,,11426,4.63
,11428,4.51,,11428,4.63
,11430,4.5,,11430,4.63
,11432,4.51,,11432,4.62
,11434,4.52,,11434,4.63
,11436,4.5,,11436,4.63
,11438,4.51,,11438,4.63
,11440,4.51,,11440,4.63
,11442,4.5,,11442,4.63
,11444,4.52,,11444,4.63
,11446,4.51,,11446,4.64
,11448,4.51,,11448,4.63
,11450,4.51,,11450,4.64
,11452,4.52,,11452,4.63
,11454,4.53,,11454,4.63
,11456,4.51,,11456,4.63
,11458,4.52,,11458,4.62
,11460,4.51,,11460,4.64
,11462,4.51,,11462,4.63
,11464,4.52,,11464,4.64
,11466,4.52,,11466,4.63
,11468,4.51,,11468,4.64
,11470,4.51,,11470,4.64
,11472,4.52,,11472,4.62
,11474,4.51,,11474,4.64
,11476,4.51,,11476,4.63
,11478,4.53,,11478,4.64
,11480,4.52,,11480,4.63
,11482,4.51,,11482,4.64
,11484,4.52,,11484,4.64
,11486,4.51,,11486,4.64
,11488,4.51,,11488,4.64
,11490,4.51,,11490,4.63
,11492,4.5,,11492,4.64
,11494,4.51,,11494,4.62
,11496,4.52,,11496,4.63
,11498,4.52,,11498,4.63
,11500,4.53,,11500,4.64
,11502,4.52,,11502,4.65
,11504,4.53,,11504,4.65
,11506,4.53,,11506,4.64
,11508,4.53,,11508,4.64
,11510,4.53,,11510,4.64
,11512,4.52,,11512,4.64
,11514,4.53,,11514,4.64
,11516,4.53,,11516,4.64
,11518,4.53,,11518,4.64
,11520,4.54,,11520,4.64
,11522,4.53,,11522,4.64
,11524,4.53,,11524,4.64
,11526,4.53,,11526,4.63
,11528,4.54,,11528,4.64
,11530,4.53,,11530,4.64
,11532,4.52,,11532,4.64
,11534,4.54,,11534,4.64
,11536,4.54,,11536,4.64
,11538,4.52,,11538,4.65
,11540,4.52,,11540,4.64
,11542,4.53,,11542,4.65
,11544,4.53,,11544,4.65
,11546,4.54,,11546,4.65
,11548,4.54,,11548,4.64
,11550,4.54,,11550,4.66
,11552,4.54,,11552,4.65
,11554,4.53,,11554,4.65
,11556,4.53,,11556,4.65
,11558,4.54,,11558,4.64
,11560,4.53,,11560,4.64
,11562,4.54,,11562,4.65
,11564,4.54,,11564,4.64
,11566,4.55,,11566,4.64
,11568,4.54,,11568,4.64
,11570,4.54,,11570,4.65
,11572,4.54,,11572,4.65
,11574,4.54,,11574,4.65
,11576,4.55,,11576,4.65
,11578,4.54,,11578,4.65
,11580,4.54,,11580,4.65
,11582,4.54,,11582,4.65
,11584,4.55,,11584,4.66
,11586,4.54,,11586,4.65
,11588,4.53,,11588,4.65
,11590,4.54,,11590,4.65
,11592,4.54,,11592,4.64
,11594,4.55,,11594,4.65
,11596,4.54,,11596,4.65
,11598,4.54,,11598,4.66
,11600,4.54,,11600,4.65
,11602,4.54,,11602,4.65
,11604,4.54,,11604,4.66
,11606,4.55,,11606,4.65
,11608,4.54,,11608,4.65
,11610,4.55,,11610,4.66
,11612,4.55,,11612,4.65
,11614,4.55,,11614,4.67
,11616,4.55,,11616,4.65
,11618,4.56,,11618,4.65
,11620,4.56,,11620,4.67
,11622,4.55,,11622,4.66
,11624,4.55,,11624,4.65
,11626,4.55,,11626,4.67
,11628,4.54,,11628,4.65
,11630,4.54,,11630,4.67
,11632,4.55,,11632,4.66
,11634,4.54,,11634,4.67
,11636,4.54,,11636,4.67
,11638,4.55,,11638,4.66
,11640,4.55,,11640,4.66
,11642,4.55,,11642,4.64
,11644,4.55,,11644,4.66
,11646,4.53,,11646,4.66
,11648,4.55,,11648,4.66
,11650,4.56,,11650,4.65
,11652,4.56,,11652,4.66
,11654,4.56,,11654,4.65
,11656,4.55,,11656,4.65
,11658,4.56,,11658,4.66
,11660,4.55,,11660,4.65
,11662,4.54,,11662,4.65
,11664,4.55,,11664,4.65
,11666,4.56,,11666,4.66
,11668,4.55,,11668,4.65
,11670,4.56,,11670,4.66
,11672,4.55,,11672,4.67
,11674,4.56,,11674,4.66
,11676,4.56,,11676,4.66
,11678,4.55,,11678,4.66
,11680,4.56,,11680,4.66
,11682,4.55,,11682,4.65
,11684,4.55,,11684,4.66
,11686,4.55,,11686,4.66
,11688,4.55,,11688,4.67
,11690,4.55,,11690,4.67
,11692,4.56,,11692,4.67
,11694,4.56,,11694,4.66
,11696,4.55,,11696,4.66
,11698,4.56,,11698,4.66
,11700,4.56,,11700,4.67
,11702,4.56,,11702,4.65
,11704,4.56,,11704,4.67
,11706,4.57,,11706,4.67
,11708,4.56,,11708,4.67
,11710,4.55,,11710,4.65
,11712,4.56,,11712,4.65
,11714,4.57,,11714,4.66
,11716,4.55,,11716,4.66
,11718,4.55,,11718,4.66
,11720,4.57,,11720,4.67
,11722,4.56,,11722,4.67
,11724,4.55,,11724,4.67
,11726,4.56,,11726,4.67
,11728,4.56,,11728,4.67
,11730,4.56,,11730,4.67
,11732,4.57,,11732,4.65
,11734,4.57,,11734,4.67
,11736,4.57,,11736,4.66
,11738,4.57,,11738,4.67
,11740,4.57,,11740,4.66
,11742,4.56,,11742,4.66
,11744,4.57,,11744,4.67
,11746,4.56,,11746,4.66
,11748,4.57,,11748,4.66
,11750,4.57,,11750,4.67
,11752,4.57,,11752,4.66
,11754,4.56,,11754,4.67
,11756,4.56,,11756,4.66
,11758,4.57,,11758,4.67
,11760,4.58,,11760,4.68
,11762,4.57,,11762,4.66
,11764,4.58,,11764,4.66
,11766,4.57,,11766,4.67
,11768,4.57,,11768,4.67
,11770,4.57,,11770,4.68
,11772,4.58,,11772,4.67
,11774,4.57,,11774,4.68
,11776,4.58,,11776,4.67
,11778,4.58,,11778,4.67
,11780,4.57,,11780,4.66
,11782,4.58,,11782,4.68
,11784,4.57,,11784,4.68
,11786,4.58,,11786,4.67
,11788,4.57,,11788,4.67
,11790,4.57,,11790,4.69
,11792,4.57,,11792,4.66
,11794,4.59,,11794,4.67
,11796,4.58,,11796,4.67
,11798,4.59,,11798,4.66
,11800,4.59,,11800,4.67
,11802,4.59,,11802,4.68
,11804,4.58,,11804,4.69
,11806,4.58,,11806,4.68
,11808,4.58,,11808,4.68
,11810,4.58,,11810,4.68
,11812,4.59,,11812,4.68
,11814,4.58,,11814,4.68
,11816,4.58,,11816,4.68
,11818,4.59,,11818,4.69
,11820,4.59,,11820,4.67
,11822,4.58,,11822,4.67
,11824,4.59,,11824,4.68
,11826,4.6,,11826,4.68
,11828,4.6,,11828,4.69
,11830,4.6,,11830,4.69
,11832,4.59,,11832,4.68
,11834,4.59,,11834,4.68
,11836,4.59,,11836,4.67
,11838,4.58,,11838,4.68
,11840,4.59,,11840,4.68
,11842,4.59,,11842,4.68
,11844,4.58,,11844,4.68
,11846,4.59,,11846,4.68
,11848,4.59,,11848,4.67
,11850,4.59,,11850,4.69
,11852,4.59,,11852,4.68
,11854,4.6,,11854,4.67
,11856,4.59,,11856,4.68
,11858,4.59,,11858,4.68
,11860,4.6,,11860,4.68
,11862,4.59,,11862,4.67
,11864,4.6,,11864,4.68
,11866,4.6,,11866,4.68
,11868,4.6,,11868,4.68
,11870,4.6,,11870,4.67
,11872,4.59,,11872,4.68
,11874,4.6,,11874,4.68
,11876,4.59,,11876,4.69
,11878,4.6,,11878,4.68
,11880,4.59,,11880,4.67
,11882,4.6,,11882,4.68
,11884,4.6,,11884,4.68
,11886,4.6,,11886,4.68
,11888,4.6,,11888,4.69
,11890,4.6,,11890,4.68
,11892,4.6,,11892,4.68
,11894,4.59,,11894,4.68
,11896,4.61,,11896,4.67
,11898,4.59,,11898,4.68
,11900,4.59,,11900,4.68
,11902,4.59,,11902,4.68
,11904,4.59,,11904,4.69
,11906,4.61,,11906,4.69
,11908,4.59,,11908,4.68
,11910,4.59,,11910,4.69
,11912,4.61,,11912,4.69
,11914,4.61,,11914,4.69
,11916,4.59,,11916,4.7
,11918,4.61,,11918,4.68
,11920,4.61,,11920,4.69
,11922,4.61,,11922,4.69
,11924,4.6,,11924,4.69
,11926,4.61,,11926,4.69
,11928,4.61,,11928,4.68
,11930,4.6,,11930,4.68
,11932,4.6,,11932,4.68
,11934,4.6,,11934,4.68
,11936,4.61,,11936,4.69
,11938,4.61,,11938,4.69
,11940,4.61,,11940,4.68
,11942,4.61,,11942,4.69
,11944,4.6,,11944,4.69
,11946,4.6,,11946,4.69
,11948,4.61,,11948,4.69
,11950,4.6,,11950,4.69
,11952,4.61,,11952,4.69
,11954,4.61,,11954,4.69
,11956,4.62,,11956,4.68
,11958,4.62,,11958,4.7
,11960,4.61,,11960,4.67
,11962,4.62,,11962,4.68
,11964,4.6,,11964,4.69
,11966,4.62,,11966,4.68
,11968,4.62,,11968,4.7
,11970,4.62,,11970,4.68
,11972,4.62,,11972,4.69
,11974,4.61,,11974,4.69
,11976,4.61,,11976,4.69
,11978,4.62,,11978,4.69
,11980,4.62,,11980,4.68
,11982,4.63,,11982,4.68
,11984,4.62,,11984,4.71
,11986,4.62,,11986,4.69
,11988,4.62,,11988,4.69
,11990,4.62,,11990,4.69
,11992,4.62,,11992,4.69
,11994,4.62,,11994,4.7
,11996,4.62,,11996,4.69
,11998,4.61,,11998,4.7
,12000,4.63,,12000,4.7
,12002,4.62,,12002,4.71
,12004,4.63,,12004,4.7
,12006,4.62,,12006,4.7
,12008,4.63,,12008,4.68
,12010,4.63,,12010,4.7
,12012,4.63,,12012,4.7
,12014,4.63,,12014,4.69
,12016,4.63,,12016,4.71
,12018,4.63,,12018,4.7
,12020,4.64,,12020,4.71
,12022,4.63,,12022,4.71
,12024,4.64,,12024,4.7
,12026,4.63,,12026,4.7
,12028,4.64,,12028,4.7
,12030,4.63,,12030,4.7
,12032,4.63,,12032,4.7
,12034,4.64,,12034,4.7
,12036,4.64,,12036,4.69
,12038,4.64,,12038,4.7
,12040,4.65,,12040,4.69
,12042,4.64,,12042,4.7
,12044,4.63,,12044,4.71
,12046,4.63,,12046,4.7
,12048,4.63,,12048,4.71
,12050,4.63,,12050,4.71
,12052,4.63,,12052,4.7
,12054,4.63,,12054,4.71
,12056,4.64,,12056,4.69
,12058,4.63,,12058,4.71
,12060,4.63,,12060,4.71
,12062,4.64,,12062,4.69
,12064,4.64,,12064,4.7
,12066,4.64,,12066,4.7
,12068,4.64,,12068,4.71
,12070,4.63,,12070,4.71
,12072,4.63,,12072,4.7
,12074,4.63,,12074,4.71
,12076,4.63,,12076,4.7
,12078,4.63,,12078,4.7
,12080,4.64,,12080,4.7
,12082,4.63,,12082,4.71
,12084,4.64,,12084,4.7
,12086,4.64,,12086,4.71
,12088,4.64,,12088,4.7
,12090,4.64,,12090,4.7
,12092,4.63,,12092,4.71
,12094,4.65,,12094,4.71
,12096,4.65,,12096,4.71
,12098,4.65,,12098,4.71
,12100,4.64,,12100,4.71
,12102,4.64,,12102,4.71
,12104,4.64,,12104,4.7
,12106,4.66,,12106,4.71
,12108,4.65,,12108,4.7
,12110,4.64,,12110,4.69
,12112,4.65,,12112,4.71
,12114,4.66,,12114,4.71
,12116,4.65,,12116,4.69
,12118,4.64,,12118,4.7
,12120,4.66,,12120,4.7
,12122,4.65,,12122,4.71
,12124,4.65,,12124,4.71
,12126,4.65,,12126,4.7
,12128,4.63,,12128,4.72
,12130,4.64,,12130,4.71
,12132,4.64,,12132,4.7
,12134,4.64,,12134,4.72
,12136,4.65,,12136,4.72
,12138,4.66,,12138,4.71
,12140,4.66,,12140,4.72
,12142,4.66,,12142,4.71
,12144,4.65,,12144,4.71
,12146,4.66,,12146,4.72
,12148,4.66,,12148,4.71
